"maz","Maz-","maz is a ugly ho, who spreads nasty shit about people, she is a disgrace to human race if you can call her a human. she also bites dick alot, and calls it sucking dick. to maz- to bite ones dick"
"mch","Mch","no 1 could ever take nothing from mch. hes the illest rapper dat ever wrote songs, had his rets pay a whole lot of money so he could make cd's that have to be copyed by some one else so they will ever be sold, because mch is 2 much of a pussy to sell them his slef. and then when the kid who basily stold mch's cd sold them,  made and kept all the money mch did nothing.  mch is the illest rapper that ever went through all the shit. he came from the back bay also. now we know where he gets all the thuggen lryics from his song. but watch out mch is known to hang out with a pretty crazy black kid who is knows to put on a thong and dance for the camra once in a wile. so dont make mch madd.  "
"mco","Mccoy","now the air call name for orlando internatiolnal airport, from the abbreviation of mccoy airforce base, which existed there previously."
"mcp","Mcps'","evil organization determined to ruin the lives of as many public school students as possible, while giving them ridiculous amounts of vacation due to non-existant inclement weather to absorb their brain-washing about standardized testing, drugs, and how much more important college really is than it is in reality.  the last of that list will only make sense to those subjected to mcps' tyranny.  poor schools are remodeled, rather than restaffed.  their headquarters are located in [rockville], [moco] maryland."
"mdp","Mdp","basically the best collaboration among people. taken from the ever so popular ""jersey shore."" only the best of the best are selected to be a part of this elite group. the three members of this collaboration are said to have blood similar to those of gods. people subconsciously bow down to mdp as they walk in front of them. mdp always gets what they want. some think the power is such a gift that it may even be a curse. with the great power of mdp comes great responsibility. once a member, always a member."
"meb","Mebs","don't care; shut up; you're lame  mebs is a word you say to someone after they say something that is either lame, not funny, or just plain stupid. you can also mebs someone if they just look lame or goofy. also if someone says something in attempt to fish for compliments, you immediately mebs them."
"meh","Mehow","an interjection used to imply indifference towards a subject; ""a verbal shrug"".  this particular interjection has somehow become quite popular among teens, the reason for this popularity is a mystery.  other popular interjections are ""bleh"", ""dah"", and ""mih"".  usu. pronounced shortly, without eye contact or body movement."
"mek","Meks'","word invented by timothy khoo.  first written in an english essay, used as a replacement of another word.  original grammar rules concerning the use of 'meks' were abolished in june 2003. currently 'meks' and its 1337 derivation, 'mex0r' is used on the intenet as well as in basic conversation.  a suffix such as -ly, -y, -ing, -ed etc. can be used to better clarify the meaning of 'meks' in a sentence where there are multiple meanings for 'meks.' 'meks' should not be overused. 'meks' should be used only when it is plausible to be understood by all parties involved/"
"men","Men","plural of man.     *real men* are respectful of women as equals.  love their mamas.  hold doors open.  knock out other men who say stupid ass, [sexist] [bullshit].  will lick [pussy] after they have been given a blowjob.  bring home an equal paycheck, then do an equal amount of housework and childcare.  don't get pissed off when their usual superior economic status is disrupted by a social shift that allows women to take a step closer to equality.  are strong and protective, while also being loving and gentle.  have the character to restrain their temper.  have a brain in their head.  do not stereotype.  often come with big dicks.   faux men say stuff like this in the [women] section of ud, then pop their [zit]s, play some videogames, [jack off], and begin to sob, and wonder why nobody will [fuck] them: ""the female of the human species, that are, more or less, emotionless blobs. since emotions such as love compliment the human sex drive, men have a higher emotional drive to compliment their higher sex drive. women, conversely... just wander around looking for another way to suck money out of a man, get him attached and then break his heart. and despite this fact, a woman will spend a good 75% of her time saying that men only think about sex and that women are so much better, even though it is always a man that writes the beautiful love song or poem. though they're not all like this, the stereotypical woman is lying, conniving, selfish, controlling, manipulative, arrogant and chauvinistic. they have the complete inability to think logically or philosophically, and so if you start to talk to them about something like existence, they'll just say that they're right and your wrong and that you should go buy her something. and different than the woman's belief that men do evil things like start wars and such, it's easy to see that a woman will always be the cause for fighting. the world will be a better place when all of the extremely intelligent genetic scientists (mostly men, so we'd have to have men, whether or not we needed to procreate... women? not so much of a necessity) begin to genetically engineer human beings, without the need for the process of sex.""  ""a beast created by god to enduce pain upon man for eternity. bleeds for seven whole days and does not die. can suck the life out of a man to create smaller evil beast to defend them in court and steal man's hard earned money.""  ""punishment from zeus for mankind because the young god promethues stole the fire of the gods and gave it to mankind. so zeus created a new evil for mankind, women.""    "
"meo","Meone","someone who is sexy or gorgeous.  someone you can't keep your eyes off of. a person with complete power."
"met","Mets","better than the other new york baseball team with fans that actually knows about baseball and not just bunch of bandwagon jumpers. here is the real meaning for the mets acronym.  most exciting team in sports"
"meu","Meu","a meu is a gigantic weeaboo. if someone is called meu, they most likely orgasm at the mere mention of japan or anything remotely japanese."
"mff","Muff","a threesome that involves a male and two females.  usually, the guy is inn the middle.  one woman is banging the guy, while the other has her muff in the guy's face, getting it licked."
"mhp","M.H.P","a neighborhood that is called monroe heights,but m.h.p stands for monroe heights park!"
"mia","Mia","mia is the perfect girl. she is smart, the most beautiful girl in the world, and has a huge heart. she will always be there for you and will always give her two sense. she is extremely cute in everything that she does. she has a lot of sass but you come to love that about her. if you have a mia you should consider yourself the luckiest people on the earth. her smile and eyes are amazing. she is literally an angel on earth but she is naughty at the same time."
"mif","Milf","a mif is a milf without the l.   in other words, a mom that i fucked."
"mik","Mik","someone who performs an act/makes a statement that is a lie in an attempt at avoiding a situation that may be self detrimental but wholly for selfish reasons.

a mik can be the person performing the act or a word for the act itself. e.g. ""he's such a mik"" or ""we just got mik'd""

the success of a mik is dependent on the obviousness of said mik plus whether or not the mik is gotten away with."
"mim","Mims","mediocre rapper, horrible lyricist, damn fine producer.   contradictory to popular belief, mims is actually his last name (his full name being sean mims), later abbreviated to stand for music is my savoir. mims released his first album ""music is my savoir"" in march of 2007 with singles such as ""this why i'm hot"", ""i did you wrong"", and ""it's alright"". he is most known for his song ""this is why i'm hot"" (possibly the worst song ever written, controversially written before he was hot) which was incredibly sucessful. mims is known for his annoying repetition of the last word of each line (see example), mainstream lyrics, and incredible production skills. currently signed to emi/capital records. proof that anyone can hit #1 on billboard if they have a good producer, regardless of lyrical content and talent (see 50 cent for another example). suggested listening: ""it's alright"" (excellent production)"
"min","Min","a person who has the ability to stand out from the rest of the crowd. ""unorthodox"". can also be for objects or things to do. to be min, you must be able to do anything you want, without the fear of being judged. min."
"mio","Mio","mio is a little cat, from the french cartoon mio & mao. often used if you have a kitten, who sounds funny."
"mix","Mixer","1. verb: when a dj plays sound coming from two sound sources together whether those sources are turntables or cd players using a mixer. often djs will adjust the  tempo of the two sound sources so they are exactly the same and flow together well rhythmically.   2. noun: a dj's set or spiel."
"mky","Mkay","when a person texting was trying to say ""mkay"" as in; okay- but fails and leaves out the a. ha."
"mmk","Mmk","1.)what you say when you're like, ummm ok, but you dont wanna say umm ok so you say mmk... 2.)or you can say mmk when you dont know what else to say so youre just like....mmk; usually used in online chat 3.)oh and you cant say it because its mine...mine oh and ashleys"
"mmm","Mmm","[icb] slang.  ""mmm <something>"" means that <something> is good or desirable.  reminiscent or derivative of homer simpson's identical usage.  contrast with [www] which is the opposite, [mmm] turned on its head."
"mnm","Minem","mnm stands for eminem (the rapper)  "
"mod","Mods","british gangs from the early 60's and 70's who's rival were the rockers (teddy boys). the mods (short for modernists) were notorious for pill-popping (blues, bennies, uppers, downers, ecstasy, amphetamines, barbs, booze, goofballs, etc., riding really fast on their lambrettas/vespas italian high-performance scooters, clubbing, orgies, well-dressed/chic, mod hairstyles, listening to jazz/funk/sixties r&b/the who/the kinks/the beatles/the rolling stones/etc., partying non-stop (the original ravers), and anti-establishment/anarchy against the moors of the establishment.  check out ""quadrophenia  by the who, and see the film now. it will change your perspective about teen angst."
"mof","Mofo","mof is a shorter and much cooler way of saying, ""mofo."""
"moj","Mojo","a blend of the expression [mojo] and the more physical translation of [stuff]. the word ""mojs"" can best be translated to ""a lot of good things to have"". an alternative translation can be ""a lot of things going on"". these things could be good or neutral but never bad."
"mok","Mok","a person with an exceptional large penis.  if you want to be specific, mok is used appropriately if a person has a penis longer than 8 inches.  the population of ""mok"" is small, this is a group of people originally from the far east."
"mom","Mom'S","the woman who loves you unconditionally from birth, the one who puts her kids before herself and the one who you can always count on above everyone else.   just telling her your problems makes you feel better because mom's always know how to make it all go away.   even if you fight, know that she's just looking out for your best interests."
"mon","Me On","scottish word that essentially means ""come on"". often used to complement a band, person or...well...anything really.."
"moo","Moomy","a female [breeder]. short for [moomy], like ""mom"" is short for ""mommy."" so-called because such women drop offspring like cows do, seeming to have little other purpose in life, and sometimes conspicuously breastfeed them in public. they often also bovinely ignore them...unless you attempt to discourage their crotchfruit from screaming or otherwise misbehaving in public, in which case they will begin lowing like an angry cow whose calf has been threatened."
"mos","M.O.S","ok, summary time. the word or acronym m.o.s. can have several meanings:  1. member of the opposite sex 2. mutual oral sex (see [69]) 3. [make out] session 4. ""mom over shoulder"", a warning in chatrooms or [im]s 5. [ministry of sound], a nightclub in [london] [uk] 6. a short form for [mos def], which is a short form for ""most definitely"". 7. military occupational specialty (us army)  m.o.s. can also be an abbreviation of a [shitload] of other terms that are [mos def] not used in slang. including metal-oxide semiconductor, made of steel, marine observation satellite, medical outcomes study, member of service, mode of shipment etc."
"mot","Mot'","mot is an irish slang word for 'girlfriend'.

the word originates in from the irish 'maith' which means good. caillín maith meaning 'good girl' became a way of refering to your girl friend.

over the years the word changed so it was simply 'mot', which became used by lower class dubliners. now is widely used to refer to all women of similar ages and not just girlfriends."
"mox","Mox'S","the mix between a mule and an ox.  known for there great strenght.  very ugle to look at.  not a very smart animal.  usually female mox's are blind so they dont have to see the horrible look of the male mox."
"moz","Mozza","nickname for british rock star, morrissey. he's also called: mozza, mozzer, the pope of mope, and the mozfather."
"mqm","Mqm","mqm is a slang made by brian vu. it is a way to describe someone that has just came to america. mqm in vietnamese is translated moi qua my. translation of mqm is basicly ""just came to america"" vietnamese people that just came to america would be describe as ""mqm"". it is another way of calling someone a ""fob"" - fresh off boat. mqm is the term used by vietnamese people."
"mrc","Mr-C","replacing the xm-8 carbine, this is to be the united states military's next-generation standard infantry weapon. built by crye associates, the assault rifle will utilize a bullpup* design using caseless ammunition** with an all sides rail interface system. by most accounts the real world version will be chambered for 6.8mm caliber in 45 round magazines, however its video game counterpart is chambered in both 6.8mm and 5.0mm caliber, according to tom clancy's ghost recon: advanced warfighter. the rifle is supposed to have a cyclic rate of 900 rpm. it is also shown to have a special 40mm grenade launcher attachment known as the eglm. the eglm in the game, however, is a modified version of the real world enhanced grenade launcher mount designed for the fn scar rifles  in fiction the mr-c is the default rifleman weapon in tom clancy's ghost recon: advanced warfighter.  *bulpup: a gun where the magazine is behind the trigger.  examples are the french famas and the aug steyr  **caseless amunition: caseless ammo cartridges disolve in the chamber so that there is no leftover shells.  the first model of this was the h&k g11."
"mrg","Mr.G","a comedic middle aged man who is constantly looking for a shower buddy. a mr.g is a good person,just very horny

2.someone who doesnt get laid as often as they deserve"
"mro","Mr.O","the name mr.o is short for mr. orangutan (full name: buddha orangutan). mr.o is a short, stocky and lovable orangutan who lives part time in both seattle and borneo with this chimapanzee wife and their 15 + children. he is always working multiple jobs and doing rather poorly at them. he's usually in a fowl mood and pretty grumpy but at the end of the day- you've gotta love him."
"mrr","Murr","a low vibration of the vocal cords, not quite a moan. often made as a sign of annoyance, but also can show pleasure.  see also: [murr]"
"mrt","Mr.T","mr.t is a cool guy who loves milk and saying fool"
"mss","Mss'","a secluded cult of extraordinarily talented indivuals. the cult has been linked to conspiracies such as 'the 2 ratio' and is an open supporter of bolt action rifles, primarily the m40. it is rumoured that new recruits are put through a grulling initiation process at an anti-terrorist training facility in venezuela. the definition of the abbreviation 'mss' is a well guarded secret known only by the cults' leaders and most valued members."
"mtv","Mptyv","a facist organization that contributes to the brainwashing of american youth - forcing the following: 1. fashion (bad fashion) 2. sex 3. eating disorders 4. bad music 5. censorship  emptyv is the devil in disguise. boycott at all costs. "
"muh","Mouth","a word that is randomly used by ..someone.. when he feels like it. letting your jaw drop slightly and curving your mouth in the shape of a life-saver. sounding in a deep sound."
"mui","Muis","muis? ore sohor di kelate ni semak pun semak , cute pulok tu hahaha meme tino berebut la nok ko dio"
"mul","Mul","saying ""mul"" whilst slapping your cheek indicates you think the person you are doing it to is an idiot.  you can also stick your tounge in your bottom lip so as to closely resemble a retarded person.  mul comes from the extended phrase katyulamulickiawi - which has its roots in maori language of new zealand."
"mum","Mum'","a word americans don't know how to spell  also [townie]s use the phrase 'your mum' as an insult"
"mur","Murs","one of the best [underground] rappers on the planet. was born on march, 16th in [l.a.]. his style is extremely versatile, for he has some cool gangster songs as well as a bunch of rhymes, that make you think!! his music-machine is [9th wonder], who also creates a hand full of inventive beats. murs is one of the eight [living legends] members, the realist underground hiphop group, and a mg. [3mg's] are 3 of the 8 living legends rappers; they obviously own too ;-d murs is just great, and the four letters stand for: 1. makin' underground raw shit 2. most underground rap sucks"
"muv","Muv'","'muv' to love somebody more than they love you."
"mvc","Mvc1","the widely used acronym for 'marvel vs. capcom' which is a 2d arcade fighting game. numerics can also be added to designate the series of marvel vs. capcom games such as mvc1 and mvc2."
"mwn","Mwn","like pwn, but with a different meaning. the ""m"" in mwn stands for mad. so saying ""mwn"" is like saying ""mad owned."" "
"mww","M.W.W","m.w.w (music world war) -pronounced by the letters- is when people fight over music because nobody wants to accept that different people have different taste."
"mxc","Mxc'S","a television show on the spike television network featuring lifted footage from the japanese tv show takeshi's castle. in the original japanese version, a huge group of players would begin the show with the general (now referred to as the captain) and would storm down a hill to the first activity, which would usually about halve the group. then, through all the various following games which are mxc's main programming, more and more would be eliminated until there were maybe just a few people left. whoever was left would storm takeshi (who on mxc has become vic romano) and would engage in a go-kart-tank laser battle for victory. takeshi is often seen posing in his tank at the end of mxc.  very few people ever actually won the game show.   incidentally, takeshi had a video game made after him that had virtually nothing to do with either his show or himself, and in fact is supposedly impossible to beat. takeshi supposedly hated video games. "
"mya","Mya","she's the most amazing goregeous girl ever. she loves scary movies. if you can catch a mya.. hold on to her. theyre usually short, funny, and energetic. she also has many hidden talents. mya is mysterious, and sexy. bet you cant wait to find out what your mya can do."
"myn","Mayn","-noun. synonym of ""[man]"".

pronounced similar to the synonymous terms: [mang], [mayn], [maen], and [mahn].

a rebuttal to the [third-wave] feminist slang term ""[womyn]"". by simply removing the ""wo"" from ""[womyn]"" (as feminists did with the ""a"" in ""woman"") and making the remaining ""myn"" synonyms with ""[man]"", the concept behind the feminist slang is nullified. proving, yet again, myn>womyn."
"myp","Myp","myp is like taking a bag full of concrete and smashing it into student faces. students already have tons of projects and test and homework......so lets add more-said myp"
"mys","Mys_","an informal [swedish] term for [coziness]; [comfort] and [relaxation], especially [at home].  not necessarily sexual, despite the way some swedes use the word online:  cuddling on the couch with a partner is still _mys_, even if neither person wants to go further.  sitting by a fireplace and reading a favorite book is also _mys_, even if you're alone and don't have sex on your mind."
"nad","Nads'","alternate moniker to 'gonads' or 'testicles'."
"nah","Nah","no.  ""nah"" and ""no"" mean the same thing.  ""nah"" is often followed by ""man.""  as in ""nah, man."""
"nao","Nao'","a word meaning 'no' which was founded at dartford grammar school. this word 'nao' is used widely throughout the youth of today and is another way to say 'no' but in a more aggressive and slangy way. the use of the word is to say to people that have done something wrong or do not understand something. you are condemning them."
"nas","Nasir","nasir bin olu dara jones (sep.1973- ?)  hip-hop's most revered lyricist, known for his smooth delivery and ""oh so real"" lyrics. set the foundation for 90's rap. nas, the streets salute you!"
"naw","Naws'","'naws' means to aggrevate or annoy anyone so much that they feel physically and in some cases mentally sickened by what has been said, or done. in some cases it may be followed by wretching, possible vomitting and acting out in a violent way by the nawsed party. 'nawsed'= to personally be annoyed to the point of utter sickness. 'nawsing'= personally annoying others... i.e. ""am i nawsing you?"" 'nawsalicious'= to be proud of nawsing people right up!"
"nax","Naxes","the worst man in the world. an over-confident biker with an ego. naxes usually think they are the best, but they are horrible, and their breath is even worse."
"nbp","Nbp'","stemming from the phrase 'no big deal' or 'nbd', 'nbp' means natural born poet. it is used whenever a friend of yours says some good poetry."
"ncd","Ncds","a bunch of  typically 18-35 year old guys that act like 17 year old scene boys. they team up together to fight at shows and fuck underage girls. most live with there parents have no solid education with shitty jobs. they sit on there ""scenekicks"" and talk about fucking the latest pre-teen and beg for ""n00dz""... ncds= no coast death squad. "
"ndd","Ndeed","an alternative abbreviation for ""indeed"". mainly used by gamers."
"nde","N.D.E","nde or n.d.e meaning ""near death experience"".  "
"ndg","N.D.G","unlike the other ghetto parts of montreal (uptown,lil' burgundy,texas,stl,dtp-downtown projects, verdun), n.d.g is definitely the ghettoest hood in mtl. it stands for ""notre-dame-de-grace"" but it is called n.d.g or just d.g for short, often standing for ""niggaz deal ganja,""""niggaz drugz & girlz,""""no damn good"" etc. it's on the westside of montreal and the most dangerous part of n.d.g is on walkley street. other well known drug spots in n.d.g include the corners of randall street, fielding st., montclair st.,chester st., and the co-ops projects on cote-st-luc."
"ndn","Ndn","ndn was the nickname of a great brown buffalo of a man from tulsa, ok; as the eponymous brown buffalo of hunter s. thompson's works (hst's attorney, oscar zeta acosta), ndn was one of god's prototypes - never intended for mass-production.  with a legendary appetite for life, drink, food, and fun, ndn was an icon in several distinct national sub-communities of gamer-nerds, carnival geeks, chicks with blue hair, fire-eaters, sword-swallowers, nipple-piercers, the hirsuite, the corpulent, the french, the verbose, fans of certain touring bands named after famous firearms, and the ambiguously perverse.  to this day, if you drink enough jaggermeister to hallucinate, it is alleged that you will have a vision of the ndn...even if you've never met the man.  he was a legend, and when he shuffled off this mortal coil it was as if the last of the great primeval beasts had roared once more to remind the world of his presence, and then faded into the obscurity of anecdote to sleep forever more.  also known as jeronimous macfargyle to his dozens of besotted clanmates, and as freight train to people who may have shot at him in a mostly harmless sporting sort of way, he is remembered most fondly by people with similar jolly-pirate nicknames.  a real live urban legend.  yogi would be proud."
"ndt","N-Dit","internet slang ""end it""  1) ndt (adj); en-dit: rather to tell someone ""fails"" tell them just to ""ndt"" used for message boards, instant messages, viral comments, internet games or hilarious text messages.  gives good lulz,"
"nee","Nee","a sacred word closely guarded by the knights who say ""nee."" the word brings fear to all who hears it and leaves them trembling in fear on the ground. after hearing the word ""nee"" the knights will send out on a quest such as doing their laundry or fetching them shrubbery."
"neh","Neh'","derived either from ender's game or the streets of winona, 'neh' is an interrogative statement meaning ""isn't that so?"". it also goes well with any other adopted lingo from battle school graduates originating from ender's jeesh. more often used in non verbal communication (e.g. instant messaging, email), 'neh' is a not well known term."
"nel","Neils","scandanavian male name. swedish for champion.  different from neils, nails and nells. not short for nelson and is not a nickname of any sort.  sometimes nels can be subsituted for nine inch nels.  most people find this to be a cool name."
"nen","Ne No","synonymous with nothing.

pronoun:

not anything; no single thing; no one no amount; not measurable; zero; zip"
"neo","Neo","main chracter in the wachowski brothers matrix trilogy. neo is played by actor keanu reeves. neo is a mythical man and his coming was fortold in a propehcy."
"net","Nets","probably the biggest bandwagon team in the entire nba. about half the fans were bulls fans in the 90's, lakers fans in the early 00's, and nets and spurs fans. another half is unloyal knick fans who got sick of the knicks losing so they went for the next local team that was actually winning. then there is the small percentage that stayed loyal to them."
"nev","Nevil","a word to describe someone who is an idiot, loser or does something stupid. derives from nevil longbottom from harry potter."
"nex","Nex","to nex is similar as to rage, however, it differs in the fact that when you nex, you do not only rage, you rage and spasm violently.

nex'ing has been known to be a side effect of smoking weed, and spending a lot of time on the internet late at night sitting on irc networks abusing power."
"nez","Nez","[nez] can be used as a name or in a sentence. you have to be a particular person to be called a [nez], as at the moment there is only one [nez] around."
"nhk","N.H.K","n.h.k is a term coined by the japanese animation titled ""welcome to the n.h.k"" the term is usually used to define a series of negative scenarios that will drive a person to do things completely out of their character. it has been defined as god or an evil organisation bent on ruining peoples lives for no given reason. the n.h.k can differ from person to person and is in some situations completely situational.

see: [god] [karma]"
"nhu","Nhus","sexy, pretty and has the sexiest hair. nhus are usually thought as being graceful and looking very delicate. "
"nia","Nia","(knee-uh)an open minded person that has a deep insight on the personalities of others. highly respected and adored, a nia could rule the masses. always having something new and exciting to do, one can never get sick of a nia, even if she killed a man. a nia is also an intensly unbelievable kisser. "
"nie","Ni El","ni el hueco, ni el culo. otherwise known as the taint, between the scrotum and the anus."
"nif","N.I.F","a local gang in the north eastern part of pennsylvania.  n.i.f stands for niggaz in forks.  the gang colors are orange and black.  they have their own way of communicating to other n.i.f members.  they refer to each other as niffas.  they greet each other with ""whas niffin"".  it is becoming widespread throughout the region.  it is being controlled by the following locs:  dorrito loc, poison loc, klutch loc, and guppy loc (dpkg).  at the time there is no serious rival gang."
"nii","N.I.I","n.i.i. is similar to the internet slang, l.o.l. (laugh out loud).

n.i.i. is an abbreviation for ""not into it.""

n.i.i. can be used to convey one's feelings around internet content or a blog post."
"nik","Nik","nik is gods gift to the world. he is simply perfect. nik can pick up anything and be amazing at it. nik knows how to sweet talk anybody in to doing anything, everybody loves nik. most girls are attracted to nik, and once they get a little taste of him they can't go away and want more and more of him. nik can make anybody's life 274438257 times better. people who don't like nik, are simply jealous because they aren't him. in one word: sexy."
"nil","Nils","a scandinavian name given to anyone who, for sure, will/is awesome. nils is based on a saint. saint nicholas. who most of you know as santa claus. he brings presents to us every year so this is why we honor someone with the name nils because he will be like santa."
"nit","Nit","a nit in poker is only playing premium starting hands and afraid to put in money without the absolute nuts. pretty much similar to a rock. in lower stakes games this style is working marginally because the bad players don't pick up on their habit and pay them off anyway. any decent player can crush them though which is why you generally won't see a nit in higher stakes games."
"niw","N.I.W","n.i.w.s, standing for nan i would shag. it's as simple as that, a granny or a nan who you'd bang."
"nix","Nix","same as [*nix], with a missing asterisk usually resulting from laziness.  the abbreviation for a variation of unix system including: linux, freebsd, netbsd, solaris, and even apple's osx.  an extremely scalable, simple yet intricate operating system that led a revolution in the computer world, creating a philosophy in itself and eventually dominating the world of servers. ""unix is basically a simple operating system, but you have to be a genius to understand the simplicity."" - dennis ritchie -from stevie's definition of [unix]"
"nkn","Nkn","nkn is an acronym for nice kid, nice. nkn is gaining popularity as internet slang, however; it stems from common street slang of individuals growing up , namely breakers (break-dancers), in the early 70's in nyc and other u.s. locations which brewed up the lifestyle and genre we now call hip-hop."
"nme","Nme","a corporate-shitheap/music-magazine that has redefined the [indie] genre to mean ""commercial [shite].""  full of bad journalists, [drugs], and [indie kids].  nme doesn't allow you to have an opinion. so don't try. nme is always right- according to their ""editors"" a band is amazing, or utter shite.  "
"nmu","Nmu","the most pathetic response anyone can give you during a text or instant message conversation.

mostly used by immature girls that don't actually give a fuck about what you're doing...especially if they couldn't even type out something longer then a 3 letter response.

2nd in pathetic to ""[lol]"", people that use ""nmu"" in a serious form deserve to be forever deprived from their cell phones and computers.

if a response as pathetic as ""nmu"" is used as a response, you should not even respond in the first place."
"nnc","Nnc","nnc is a tight-knit community of people with different backgrounds and stories. there is no true meaning of nnc but to help others while having fun. they are always open to new members, and would love for you to join the group on facebook! there is not truly a meaning of 'nnc', but the essence of 'nnc'. you dont simply know what nnc is, you are nnc."
"nny","Nny'","pronounced 'nny', just like how it is in 'johnny', like 'knee'.  johnny the homicidal maniac's nickname, to those who happen to get close to him. er...close....yeah. o_o"
"noa","Noa","a ""noa"" is an israeli girl who is originally from america. a noa is a girl who is smart and knowledgeable. she gets along well with everyone and people love her. when people see her they tend to look at her for her beauty is breathtaking.

noa means ""from love"" in japanese, and is a popular hawaiian name meaning free/freedom."
"nof","Nofs","nofs is simply short for: ""no fucking shit"". sometimes people fake a call frome a person called: ""the nofser"" and hand over either their hand or any other object they are using as a fake phone, to a person making a fairly obvious statement."
"noj","No-J","no-j, short for knob jockey. another word for a homo or someone who rides a knob like a jockey. or a derogatory term for someone you think is a bit of a prick."
"nom","Nom","food, especially when speaking ""lolcat"".  it's based on the ""nom nom nom"" onomatopoeia for eating."
"nou","No U","the end all to any argument.  used when one either has no intelligent argument left, wants to try and use ""no u"" as an intelligent argument, or want to piss someone off.  most effective after one has been insulted."
"nov","Novio","coming from the spanish words ""novio/novia"", meaning ""boyfriend, girlfriend"", nov is a shortened way of referring to a loved one or someone special.

can be used loosely as a noun (most often), verb, and even adjective."
"npq","N.P.Q","n.p.q. or better known as simply the npq.  which for stands for n00b pwnage quotient.  this is a formula changes from game to game.  in warcaft 3 however it is derived from buildings razed * building produced raised power of the number of hero kills. "
"nrg","Nrg","nrg is not as described in other posts. several bouncy house and hardcore compilations have used the term nrg in their promotions, but the genre nrg is different than that.  firstly, it is usually at 155bpm +, and has no breakbeats.   hard house is nor like usual house music, nor like hardcore. it is an underground style of music, sigificantly faster than tiesto and paul van dyk styles at 150bpm.   nrg is hard and fast, it being a branch of hard house. producers include grady g, rodi style, firefox, alex penn, nick the greek and many more.   hard house and hard dance are different. hard dance includes hard trance, bounce/scouse and other styles.   djs and producers include, andy farley, defective audio, equinox, marc johnson, paul maddox, rodi style, alex penn and more. significant web forums include www.bangingtunes.com and www.harderfaster.net   labels:  noir records (www.noirrecords.com)  tidy trax (www.tidy.com)  vicious circle) (www.vicious-circle.net)  flashpoint (www.flashpointrecords.co.uk)  ""i am going to a hard house night""  by hard house fan "
"nrh","North","a wealthy town in north texas. short for north richland hills."
"nsx","Ns-X","""nsx"" was originally an acronym for ""new sportscar experimental"". and yes, it was originally ns-x, hyphenated, on the pre-production prototypes.   the nsx is manufactured in tochigi, japan.    the air vents on the doors tilt up to direct the air flow towards the passengers. if you pull up a little bit more when they are all the way up, they ""click"" and lock in place."
"ntu","Ntu","ntu is the top-ranking university in taiwan by scientific paper performance. in 2009, times higher education ranked it 95th in the world. it is ranked 2nd in asia and 26th in the world according to the online rankings site ""webometrics"".

ntu was founded in 1928 by the japanese during the japanese colonial era and was then known as the taihoku (taipei) imperial university. after world war ii and taiwan's retrocession to chinese sovereignty, the republic of china government resumed the administration of taihoku university and reorganized and renamed it national taiwan university on november 15, 1945."
"nub","Nub","worse than a n00b. a nub is someone who persistently makes poor decisions. and is in general terms an idiot. only the nub is unaware of their state of nubness, nubs can be easily identified, as nubness is an incurable and obvious affliction."
"nud","Nud","<omnullus> shut yer nud <greenman5> what's a nud?"
"nuk","Nuck","nuk (pronunced: nuck) is a word that can be used to describe an event, person, or inanimate object. random or intense situations often involving alcohol, marijuana, drunk girls, friends, hazing and general tom-foolery are nuk situations.

referred to as ""nukking off"", doing something stupid or hilarious could make you a nuk.

popularized by phi sigs around west virginia university, those nuks have left havoc in the wake of their parties. nukking off in morgantown is a common occurrence, where beer and jersey guidos are plentiful. being a nuk is neither good nor bad, because you probably made someone laugh somewhere by describing you as 'that nuk'."
"num","Nums","nums is a word refering to a selection of food, alcohol, or sex. it does not have to mean actually having sex, but maybe making out or fooling around."
"nun","Noun-","noun- a short fat woman who doesn't have sex, so she dresses like a penguin and beats the shit out of little kids."
"nup","Nup'","'nup' is the opposite of 'yup'

nup means you don't want to do something, or you disagree with something."
"nur","N Ur","care for someone; lower level of love; really into; good; interest in.

verb/adjective derived from ""in ur"" -- ""i nur""."
"nuu","Nuuuu","another way of saying no. as in kevin hart would sa .. ( nuuuu she wasn't ready )"
"nuz","Nuz","nuz comes from the ancient chinese phrase meaning ""one who is cool and is in control""  english derivative ""nuz"" is equivalent to slang phrase of cool"
"nvl","Novel","in a visual novel or role playing game, nvl is where the text box basically encompasses the whole screen and the sentences come out in page format. in contrast to adv where there's a text box below the sprites and the sentences come out line by line."
"nwh","N.W.H","n.w.h. is niggas with hats, the three man rap group consisting of tone def, tasty taste, and ice cold. check out their crazy antics in the film ""fear of a black hat."""
"nww","N.W.W","a group of people who strive for the for the best content and latest news on the web n.w.w stands for ni**as with wave (the word wave coming from the rapper max b who popularized it)

this is a worldwide group started at thisis50.com (exclusive!!!!) there movement will take over"
"nxc","Nxc","not exactly c is a high level language, similar to c, built on top of the nbc compiler. it can also be used to program the nxt brick. nxc is basically nqc for the nxt. to compile nxc programs just use the nbc compiler with source code files that have a .nxc file extension."
"nxt","Next","a new wwe show airing on tuesday nights, this show is a live version of wwe tough enough. nxt is a competitive show with eliminations and whoever wins it becomes the next wwe breakout star."
"nyg","Nyg","nyg - n***a (nigga) you gay!

most often heard from riley freeman of adultswim's ""the boondocks,"" 'n***a you gay' is stated after a seemingly homosexual statement or act. nyg is simply the acronym for the saying, which is commonly used in blogs, chat, web bulletins and comments."
